id_evento,title_it,title_en,startDate,endDate,description_it,description_en,city,nation,subscriptionType,venue,evidenceImageUrl,presentationDescription_it,presentationDescription_en,programCover,programPDF,address,eventType,supplier,ecm,externalSubscribeLink,subscription,format
"69","XI corso di aggiornamento - Alterazioni congenite ed acquisite della coagulazione: metodi di studio","XI corso di aggiornamento - Alterazioni congenite ed acquisite della coagulazione: metodi di studio","1984-11-29 00:00:00.0","1984-11-30 00:00:00.0",,,"34","1",,,,,,,,,"event",,,,"all",
"70","International symposium - Physiopharmacology of the synaptic transmission","International symposium - Physiopharmacology of the synaptic transmission","1985-03-20 00:00:00.0","1985-03-22 00:00:00.0",,,"50","1",,,,,,,,,"event",,,,"all",
"71","XII corso di aggiornamento - Alterazioni congenite ed acquisite della coagulazione: metodi di studio","XII corso di aggiornamento - Alterazioni congenite ed acquisite della coagulazione: metodi di studio","1985-11-13 00:00:00.0","1985-11-14 00:00:00.0",,,"34","1",,,,,,,,,"event",,,,"all",
"72","International symposium - Neuronal receptors, endogenous ligands and biotechnological approaches","International symposium - Neuronal receptors, endogenous ligands and biotechnological approaches","1986-05-13 00:00:00.0","1986-05-15 00:00:00.0",,,"36","2",,,,,,,,,"event",,,,"all",
"73","International symposium - Normal and neoplastic blood cells: from genes to therapy","International symposium - Normal and neoplastic blood cells: from genes to therapy","1986-06-10 00:00:00.0","1986-06-13 00:00:00.0",,,"50","1",,,,,,,,,"event",,,,"all",
"74","Workshop "E" of the IX international conference on calcium regulating hormones and bone metabolism - Current strategies in the treatment of osteoporosis","Workshop "E" of the IX international conference on calcium regulating hormones and bone metabolism - Current strategies in the treatment of osteoporosis","1986-11-01 00:00:00.0","1986-11-01 00:00:00.0",,,"38","4",,,,,,,,,"event",,,,"all",
"75","International symposium - Early, brain development, environment and mental health","International symposium - Early, brain development, environment and mental health","1986-11-03 00:00:00.0","1986-11-05 00:00:00.0",,,"36","2",,,,,,,,,"event",,,,"all",
"76","XIII corso di aggiornamento - Alterazioni congenite ed acquisite della coagulazione: metodi di studio","XIII corso di aggiornamento - Alterazioni congenite ed acquisite della coagulazione: metodi di studio","1986-11-13 00:00:00.0","1986-11-14 00:00:00.0",,,"34","1",,,,,,,,,"event",,,,"all",
"77","Bergamo spring conferences on hematology - The role of cellular blood components in hemostasis and thrombosis: implications from myeloproliferative disorders","Bergamo spring conferences on hematology - The role of cellular blood components in hemostasis and thrombosis: implications from myeloproliferative disorders","1987-05-07 00:00:00.0","1987-05-08 00:00:00.0",,,"4","1",,,,,,,,,"event",,,,"all",
"78","International congress - Cancer metastasis: biological and biochemical mechanisms and clinical aspects","International congress - Cancer metastasis: biological and biochemical mechanisms and clinical aspects","1987-05-13 00:00:00.0","1987-05-15 00:00:00.0",,,"7","1",,,,,,,,,"event",,,,"all",
"79","XIV corso di aggiornamento - Alterazioni congenite ed acquisite della coagulazione: metodi di studio","XIV corso di aggiornamento - Alterazioni congenite ed acquisite della coagulazione: metodi di studio","1987-11-12 00:00:00.0","1987-11-13 00:00:00.0",,,"34","1",,,,,,,,,"event",,,,"all",
"80","Mini course on: Endothelium derived relaxing factors - (Prof. S. Moncada, The Wellcome Research Laboratories, Langley Court, Beckenham, Kent, U.K.)","Mini course on: Endothelium derived relaxing factors - (Prof. S. Moncada, The Wellcome Research Laboratories, Langley Court, Beckenham, Kent, U.K.)","1988-03-21 00:00:00.0","1988-03-21 00:00:00.0",,,"34","1",,,,,,,,,"event",,,,"all",
"81","Mini course on: Mechanisms of antibody-mediated injury in renal disease - (Prof. G. Andres, Department of Pathology, University of Buffalo, State University of New York, Faculty of Health Sciences, Buffalo, New York, U.S.A.)","Mini course on: Mechanisms of antibody-mediated injury in renal disease - (Prof. G. Andres, Department of Pathology, University of Buffalo, State University of New York, Faculty of Health Sciences, Buffalo, New York, U.S.A.)","1988-04-26 00:00:00.0","1988-04-26 00:00:00.0",,,"4","1",,,,,,,,,"event",,,,"all",
"82","International symposium - The immune response to viral infections","International symposium - The immune response to viral infections","1988-04-28 00:00:00.0","1988-04-29 00:00:00.0",,,"24","1",,,,,,,,,"event",,,,"all",
"83","Bergamo spring conferences on hematology - Infections and haemorrhage in acute leukemia","Bergamo spring conferences on hematology - Infections and haemorrhage in acute leukemia","1988-06-14 00:00:00.0","1988-06-14 00:00:00.0",,,"4","1",,,,,,,,,"event",,,,"all",
"84","Mini course on: Molecular biology of peptide precursors and receptors - (Prof. S. Nakanishi, Institute for Immunology, Kyoto University, Faculty of Medicine, Yoshida, Sakyo-ku, Kyoto, Japan)","Mini course on: Molecular biology of peptide precursors and receptors - (Prof. S. Nakanishi, Institute for Immunology, Kyoto University, Faculty of Medicine, Yoshida, Sakyo-ku, Kyoto, Japan)","1988-10-10 00:00:00.0","1988-10-10 00:00:00.0",,,"34","1",,,,,,,,,"event",,,,"all",
"85","Mini course on: Molecular dosimetry - (Prof. S.R. Tannenbaum, Department of Chemistry and Whitaker College, Massachusetts Institute of Technology, Cambridge, Massachusetts, U.S.A.)","Mini course on: Molecular dosimetry - (Prof. S.R. Tannenbaum, Department of Chemistry and Whitaker College, Massachusetts Institute of Technology, Cambridge, Massachusetts, U.S.A.)","1988-10-20 00:00:00.0","1988-10-20 00:00:00.0",,,"34","1",,,,,,,,,"event",,,,"all",
"86","XV corso di aggiornamento - Alterazioni congenite ed acquisite della coagulazione","XV corso di aggiornamento - Alterazioni congenite ed acquisite della coagulazione","1988-11-09 00:00:00.0","1988-11-10 00:00:00.0",,,"34","1",,,,,,,,,"event",,,,"all",
"87","Mini course on: Pathogenetic components of ihd: pathophysiology and biology of the coronary circulation - (Prof. A. Maseri, Cardiovascular Research Unit, Royal Postgraduate Medical School, Hammersmith Hospital, University of London, U.K.)","Mini course on: Pathogenetic components of ihd: pathophysiology and biology of the coronary circulation - (Prof. A. Maseri, Cardiovascular Research Unit, Royal Postgraduate Medical School, Hammersmith Hospital, University of London, U.K.)","1989-04-29 00:00:00.0","1989-04-29 00:00:00.0",,,"34","1",,,,,,,,,"event",,,,"all",
"88","Mini course on: Animal models of cognitive processes: relationship to aging and neurological diseases - (Prof. D.S. Olton, Department of Psychology, The Johns Hopkins University, Baltimore, Maryland, U.S.A.)","Mini course on: Animal models of cognitive processes: relationship to aging and neurological diseases - (Prof. D.S. Olton, Department of Psychology, The Johns Hopkins University, Baltimore, Maryland, U.S.A.)","1989-05-23 00:00:00.0","1989-05-23 00:00:00.0",,,"34","1",,,,,,,,,"event",,,,"all",
"89","Mini course on: Excitatory amino acids: electrophysiological studies on their role in neuronal communication and plasticity - (Prof. J.W. Johnson, University of Pittsburgh, Department of Behavioral Neuroscience, Pittsburgh, Pennsylvania, U.S.A.)","Mini course on: Excitatory amino acids: electrophysiological studies on their role in neuronal communication and plasticity - (Prof. J.W. Johnson, University of Pittsburgh, Department of Behavioral Neuroscience, Pittsburgh, Pennsylvania, U.S.A.)","1989-06-20 00:00:00.0","1989-06-20 00:00:00.0",,,"34","1",,,,,,,,,"event",,,,"all",
"90","Mini course on: Biology of T-Cell: T4 cells as targets for human viruses - (Prof. R.C. Gallo, Chief, Laboratory of Tumor Cell Biology, National Cancer Institute, National Institutes of Health, Bethesda, Maryland, U.S.A.)","Mini course on: Biology of T-Cell: T4 cells as targets for human viruses - (Prof. R.C. Gallo, Chief, Laboratory of Tumor Cell Biology, National Cancer Institute, National Institutes of Health, Bethesda, Maryland, U.S.A.)","1989-09-22 00:00:00.0","1989-09-22 00:00:00.0",,,"50","1",,,,,,,,,"event",,,,"all",
"91","International conference - Blood cell growth factors: their biology and clinical applications","International conference - Blood cell growth factors: their biology and clinical applications","1989-10-08 00:00:00.0","1989-10-12 00:00:00.0",,,"13","1",,,,,,,,,"event",,,,"all",
"92","XVI corso di aggiornamento - Alterazioni congenite ed acquisite della coagulazione: metodi di studio","XVI corso di aggiornamento - Alterazioni congenite ed acquisite della coagulazione: metodi di studio","1989-11-23 00:00:00.0","1989-11-24 00:00:00.0",,,"34","1",,,,,,,,,"event",,,,"all",
"93","First international meeting - Sensory nerves and neuropeptides in gastroenterology: from basic science to clinical perspectives","First international meeting - Sensory nerves and neuropeptides in gastroenterology: from basic science to clinical perspectives","1989-12-04 00:00:00.0","1989-12-05 00:00:00.0",,,"24","1",,,,,,,,,"event",,,,"all",
"94","Conferenze di ematologia - Aspetti clinici e di laboratorio della terapia anticoagulante orale","Conferenze di ematologia - Aspetti clinici e di laboratorio della terapia anticoagulante orale","1990-02-09 00:00:00.0","1990-02-10 00:00:00.0",,,"4","1",,,,,,,,,"event",,,,"all",
"95","Mini course on: Muscarinic acetylcholine receptors - (Prof. N. Birdsall, Division of Physical Biochemistry, National Institute for Medical Research, London, U.K.)","Mini course on: Muscarinic acetylcholine receptors - (Prof. N. Birdsall, Division of Physical Biochemistry, National Institute for Medical Research, London, U.K.)","1990-04-02 00:00:00.0","1990-04-02 00:00:00.0",,,"34","1",,,,,,,,,"event",,,,"all",
"96","International congress - The identification of the CF(cystic fibrosis) gene: recent progress and new research strategies","International congress - The identification of the CF(cystic fibrosis) gene: recent progress and new research strategies","1990-04-09 00:00:00.0","1990-04-11 00:00:00.0",,,"27","1",,,,,,,,,"event",,,,"all",
"97","International workshop - Pain versus man","International workshop - Pain versus man","1990-04-30 00:00:00.0","1990-05-02 00:00:00.0",,,"24","1",,,,,,,,,"event",,,,"all",
"98","Second international meeting - Advances in management of malignancies","Second international meeting - Advances in management of malignancies","1990-05-28 00:00:00.0","1990-06-01 00:00:00.0",,,"1","1",,,,,,,,,"event",,,,"all",
"99","Mini course on: Cardiac contractile function and volatile anesthetics: mechanisms and interactions - (Prof. Th. J.J. Blanck, The Johns Hopkins Hospital, School of Medicine, Baltimore, Maryland, U.S.A.)","Mini course on: Cardiac contractile function and volatile anesthetics: mechanisms and interactions - (Prof. Th. J.J. Blanck, The Johns Hopkins Hospital, School of Medicine, Baltimore, Maryland, U.S.A.)","1990-06-14 00:00:00.0","1990-06-14 00:00:00.0",,,"34","1",,,,,,,,,"event",,,,"all",
"100","Mini course on: Topical issues in psychiatry - (Prof. M. Shepherd, Institute of Psychiatry, London, U.K.)","Mini course on: Topical issues in psychiatry - (Prof. M. Shepherd, Institute of Psychiatry, London, U.K.)","1990-10-10 00:00:00.0","1990-10-10 00:00:00.0",,,"34","1",,,,,,,,,"event",,,,"all",
"101","XVII corso di aggiornamento - Alterazioni congenite ed acquisite della coagulazione: metodi di studio","XVII course Congenital and acquired alterations of coagulation","1990-11-21 00:00:00.0","1990-11-22 00:00:00.0",,,"34","1",,,,,,,,,"event",,,,"all",
"102","Mini course on: Serotonin receptors - (Prof. J.M. Palacios, Director of Research and Development, Laboratorios Almirall, Barcelona, Spain)","Mini course on: Serotonin receptors - (Prof. J.M. Palacios, Director of Research and Development, Laboratorios Almirall, Barcelona, Spain)","1991-02-15 00:00:00.0","1991-02-15 00:00:00.0",,,"34","1",,,,,,,,,"event",,,,"all",
"103","Mini course on: Reperfusion: concepts and controversy - (Prof. D.J. Hearse, Cardiovascular Research, Rayne Institute, St. Thomas' Hospital, London, U.K.)","Mini course on: Reperfusion: concepts and controversy - (Prof. D.J. Hearse, Cardiovascular Research, Rayne Institute, St. Thomas' Hospital, London, U.K.)","1991-05-20 00:00:00.0","1991-05-20 00:00:00.0",,,"34","1",,,,,,,,,"event",,,,"all",
"104","Corso avanzato di biologia molecolare - Produzioni di anticorpi chimerici","Advanced course of molecular biology Production of chimeric antibodies","1991-06-03 00:00:00.0","1991-06-07 00:00:00.0",,,"47","1",,,,,,,,,"event",,,,"all",
"105","Mini course on: Lipid mediators and receptors - Prof. T. Shimizu, Department of Biochemistry, Faculty of Medicine, The University of Tokyo, Bunkyo-ku, Tokyo, Japan)","Mini course on: Lipid mediators and receptors - Prof. T. Shimizu, Department of Biochemistry, Faculty of Medicine, The University of Tokyo, Bunkyo-ku, Tokyo, Japan)","1991-09-16 00:00:00.0","1991-09-16 00:00:00.0",,,"34","1",,,,,,,,,"event",,,,"all",
"106","Mini course on: In situ hybridization in neurobiology - Prof. S.H. Hunt, Molecular Neurobiology Unit, Medical Research Council Centre, Cambridge, U.K.)","Mini course on: In situ hybridization in neurobiology - Prof. S.H. Hunt, Molecular Neurobiology Unit, Medical Research Council Centre, Cambridge, U.K.)","1991-10-11 00:00:00.0","1991-10-11 00:00:00.0",,,"34","1",,,,,,,,,"event",,,,"all",
"107","XVIII corso di aggiornamento - Alterazioni congenite ed acquisite della coagulazione: metodi di studio","XVIII corso di aggiornamento - Alterazioni congenite ed acquisite della coagulazione: metodi di studio","1991-11-07 00:00:00.0","1991-11-08 00:00:00.0",,,"34","1",,,,,,,,,"event",,,,"all",
"108","Mini course on: Cytokines: from basic studies to the clinic - (Prof. C. Dinarello, Tufts University, School of Medicine, New England Medical Center, Boston, Massachusetts, U.S.A.)","Mini course on: Cytokines: from basic studies to the clinic - (Prof. C. Dinarello, Tufts University, School of Medicine, New England Medical Center, Boston, Massachusetts, U.S.A.)","1991-11-08 00:00:00.0","1991-11-08 00:00:00.0",,,"34","1",,,,,,,,,"event",,,,"all",
"109","Bergamo spring conferences on hematology - Thromboembolic disease in cancer","Bergamo spring conferences on hematology - Thromboembolic disease in cancer","1992-03-30 00:00:00.0","1992-03-30 00:00:00.0",,,"4","1",,,,,,,,,"event",,,,"all",
